repo_name,file_path,url,stargazers_count,created_at,pushed_at
Adesoji1/Configure-resources-on-a-Kubernetes-Cluster,kubernetes_cluster_resources/nginx-chart/templates/hpa.yaml,https://github.com/Adesoji1/Configure-resources-on-a-Kubernetes-Cluster/blob/ff2dcff87d23d8cf8a1600de7bbf77255e0499d1/kubernetes_cluster_resources/nginx-chart/templates/hpa.yaml,22.0,2023-04-07 21:08:02+00:00,2023-05-09 17:49:56+00:00
AgoraIO-Community/Agora-Cooperator,helm/assembly-api/templates/hpa.yaml,https://github.com/AgoraIO-Community/Agora-Cooperator/blob/0c0d27c9cc066ca6600526d60e68b1e639ac5781/helm/assembly-api/templates/hpa.yaml,2.0,2022-03-31 08:17:16+00:00,2022-09-22 10:46:19+00:00
Ahoo-Wang/CoSec,k8s/cosec-gateway-hpa.yaml,https://github.com/Ahoo-Wang/CoSec/blob/c31e92527b6e2e8d9c87b399402580e3849f0322/k8s/cosec-gateway-hpa.yaml,35.0,2022-11-19 05:52:15+00:00,2025-03-31 13:57:38+00:00
Ahoo-Wang/CoSec,k8s/cosec-gateway-hpa.yaml,https://github.com/Ahoo-Wang/CoSec/blob/4869b4a3488052819d020a21df62076285bcd2d0/k8s/cosec-gateway-hpa.yaml,35.0,2022-11-19 05:52:15+00:00,2025-03-31 13:57:38+00:00
Ahoo-Wang/CoSec,k8s/cosec-gateway-hpa.yaml,https://github.com/Ahoo-Wang/CoSec/blob/b85f2bed209a1fa5d3a177d9ccea45f2404f7b77/k8s/cosec-gateway-hpa.yaml,35.0,2022-11-19 05:52:15+00:00,2025-03-31 13:57:38+00:00
AlexRogalskiy/scala-patterns,k8s/secure/backend/hpa.yaml,https://github.com/AlexRogalskiy/scala-patterns/blob/4aeeb38d07fc99531aebd000fef301bb99132ead/k8s/secure/backend/hpa.yaml,2.0,2020-12-13 06:47:41+00:00,2025-04-06 04:59:07+00:00
AlexRogalskiy/scala-patterns,k8s/secure/backend/hpa.yaml,https://github.com/AlexRogalskiy/scala-patterns/blob/21619f9236b2a7ed7cee8905cda6736cd67bfa3d/k8s/secure/backend/hpa.yaml,2.0,2020-12-13 06:47:41+00:00,2025-04-06 04:59:07+00:00
AlyRagab/golang-user-registration,chart/templates/hpa.yaml,https://github.com/AlyRagab/golang-user-registration/blob/3327272088ed369f70e75ad1765d2293c8e3069a/chart/templates/hpa.yaml,4.0,2021-06-18 04:07:46+00:00,2021-08-27 11:40:42+00:00
AmaniEzz/deploy-nodejs-mongodb-with-kubernetes,deployment.yaml,https://github.com/AmaniEzz/deploy-nodejs-mongodb-with-kubernetes/blob/09e12bf9ff3fc50dcb8e6ea1132ae61824c90ab9/deployment.yaml,4.0,2023-05-21 14:20:41+00:00,2023-09-27 09:10:04+00:00
AndrewDryga/helm-chart-elixir,templates/hpa.yaml,https://github.com/AndrewDryga/helm-chart-elixir/blob/846a5e9cec6639477f80fcfd97762e672f9ad6ee/templates/hpa.yaml,5.0,2022-05-20 02:04:09+00:00,2022-05-20 02:10:13+00:00
Anshelen/microservices-deploy,msvc-chart/templates/gateway.yaml,https://github.com/Anshelen/microservices-deploy/blob/6277c229bc58fc75f25108c1c3673a6e3aab5901/msvc-chart/templates/gateway.yaml,16.0,2019-12-11 05:55:08+00:00,2021-08-03 05:48:10+00:00
AnthonyByansi/ElasticAI_KubeWatch,kubernetes/autoscaler.yaml,https://github.com/AnthonyByansi/ElasticAI_KubeWatch/blob/0c849b597e402b63642d21632d536d6c0a77194b/kubernetes/autoscaler.yaml,5.0,2023-07-27 12:14:59+00:00,2023-08-14 12:47:23+00:00
AnupDudhe/deleteafterpractice,Ingress/Nginxmicro/deploymenthpa.yml,https://github.com/AnupDudhe/deleteafterpractice/blob/bc53ac609c50c48bb08d97bb28f9f9b5e51f9c81/Ingress/Nginxmicro/deploymenthpa.yml,4.0,2024-03-14 11:17:43+00:00,2025-04-04 14:40:32+00:00
ArthurVardevanyan/HomeLab,kubernetes/quay/base/hpa/mirror.yaml,https://github.com/ArthurVardevanyan/HomeLab/blob/2f6bbed039ef60aa4b76cdeccb04912bf51c1137/kubernetes/quay/base/hpa/mirror.yaml,19.0,2021-11-05 00:41:06+00:00,2025-04-05 17:53:56+00:00
Ascend-Technologies/OpenCTI-HELM-CHART,templates/hpas/opencti-web.yaml,https://github.com/Ascend-Technologies/OpenCTI-HELM-CHART/blob/05a405b2284a3dcba68106aff9fe474f0fb2d68a/templates/hpas/opencti-web.yaml,15.0,2021-06-02 20:19:02+00:00,2023-08-31 12:48:38+00:00
AzulSystems/opthub-helm-charts,templates/cache.yaml,https://github.com/AzulSystems/opthub-helm-charts/blob/e74a952c417efdce7ad0db4bc0e57b1ab36ee992/templates/cache.yaml,3.0,2023-08-17 16:40:12+00:00,2025-04-03 15:17:45+00:00
Azure-Samples/dotnet-container-app,src/ContainerApp.WebApp/k8s-deployment.yaml,https://github.com/Azure-Samples/dotnet-container-app/blob/c2888b212ef966abb7f2be4dce2f83f92906618c/src/ContainerApp.WebApp/k8s-deployment.yaml,26.0,2022-08-05 14:08:27+00:00,2024-09-03 22:57:40+00:00
Azure-Samples/observability-accelerators,accelerators/aks-sb-azmonitor-microservices/src/cargo-processing-api/helm/templates/hpa.yaml,https://github.com/Azure-Samples/observability-accelerators/blob/16bcd0b044ebc957f23d6a2783394132228a3fd2/accelerators/aks-sb-azmonitor-microservices/src/cargo-processing-api/helm/templates/hpa.yaml,4.0,2023-05-17 16:49:18+00:00,2025-02-12 19:21:34+00:00
Azure-Samples/observability-accelerators,accelerators/aks-sb-azmonitor-microservices/src/operations-api/helm/templates/hpa.yaml,https://github.com/Azure-Samples/observability-accelerators/blob/16bcd0b044ebc957f23d6a2783394132228a3fd2/accelerators/aks-sb-azmonitor-microservices/src/operations-api/helm/templates/hpa.yaml,4.0,2023-05-17 16:49:18+00:00,2025-02-12 19:21:34+00:00
Azure-Samples/observability-accelerators,accelerators/aks-sb-azmonitor-microservices/src/invalid-cargo-manager/helm/templates/hpa.yaml,https://github.com/Azure-Samples/observability-accelerators/blob/16bcd0b044ebc957f23d6a2783394132228a3fd2/accelerators/aks-sb-azmonitor-microservices/src/invalid-cargo-manager/helm/templates/hpa.yaml,4.0,2023-05-17 16:49:18+00:00,2025-02-12 19:21:34+00:00
Azure-Samples/observability-accelerators,accelerators/aks-sb-azmonitor-microservices/src/valid-cargo-manager/helm/templates/hpa.yaml,https://github.com/Azure-Samples/observability-accelerators/blob/16bcd0b044ebc957f23d6a2783394132228a3fd2/accelerators/aks-sb-azmonitor-microservices/src/valid-cargo-manager/helm/templates/hpa.yaml,4.0,2023-05-17 16:49:18+00:00,2025-02-12 19:21:34+00:00
Azure-Samples/observability-accelerators,accelerators/aks-sb-azmonitor-microservices/src/cargo-processing-validator/helm/templates/hpa.yaml,https://github.com/Azure-Samples/observability-accelerators/blob/16bcd0b044ebc957f23d6a2783394132228a3fd2/accelerators/aks-sb-azmonitor-microservices/src/cargo-processing-validator/helm/templates/hpa.yaml,4.0,2023-05-17 16:49:18+00:00,2025-02-12 19:21:34+00:00
Azure/AppConfiguration-KubernetesProvider,deploy/templates/autoscaling.yaml,https://github.com/Azure/AppConfiguration-KubernetesProvider/blob/59cf9b794dc7074629ff30cb7d6819ea812c0c25/deploy/templates/autoscaling.yaml,6.0,2023-10-19 01:44:06+00:00,2025-04-02 05:58:19+00:00
Azure/aks-app-routing-operator,pkg/manifests/fixtures/nginx/v1.11.2/kube-system.yaml,https://github.com/Azure/aks-app-routing-operator/blob/766b7e1f90f6030d0d7f0a1ccdc2a026f7d3cb9f/pkg/manifests/fixtures/nginx/v1.11.2/kube-system.yaml,33.0,2022-03-29 17:30:46+00:00,2025-03-31 06:48:48+00:00
Azure/aks-app-routing-operator,pkg/manifests/fixtures/nginx/default_version/kube-system.yaml,https://github.com/Azure/aks-app-routing-operator/blob/766b7e1f90f6030d0d7f0a1ccdc2a026f7d3cb9f/pkg/manifests/fixtures/nginx/default_version/kube-system.yaml,33.0,2022-03-29 17:30:46+00:00,2025-03-31 06:48:48+00:00
Azure/osdu-developer,charts/osdu-developer-service/templates/hpa.yaml,https://github.com/Azure/osdu-developer/blob/41de65dcba0f580f132bd5ce78a65f5b27b18c40/charts/osdu-developer-service/templates/hpa.yaml,8.0,2024-01-11 20:43:54+00:00,2025-03-25 15:28:07+00:00
Bajocode/polyglot-microservices-webshop,kubernetes/payment-service/templates/hpa.yaml,https://github.com/Bajocode/polyglot-microservices-webshop/blob/8bf1693e92fafc7e14124118fd15b077d6b4a631/kubernetes/payment-service/templates/hpa.yaml,10.0,2021-03-08 23:05:43+00:00,2022-04-14 14:53:52+00:00
Bajocode/polyglot-microservices-webshop,kubernetes/catalog-service/templates/hpa.yaml,https://github.com/Bajocode/polyglot-microservices-webshop/blob/8bf1693e92fafc7e14124118fd15b077d6b4a631/kubernetes/catalog-service/templates/hpa.yaml,10.0,2021-03-08 23:05:43+00:00,2022-04-14 14:53:52+00:00
BigKAA/youtube,tracing/for_admins/charts/jaeger/jaeger/templates/collector-hpa.yaml,https://github.com/BigKAA/youtube/blob/110d0e07895b176584353a8788a9e0833ede4917/tracing/for_admins/charts/jaeger/jaeger/templates/collector-hpa.yaml,297.0,2020-09-29 12:31:41+00:00,2025-03-28 07:41:07+00:00
BigKAA/youtube,tracing/for_admins/charts/jaeger/jaeger/templates/collector-hpa.yaml,https://github.com/BigKAA/youtube/blob/eafaea9e5e605da7a1ad2df729f45b973b4ebaaa/tracing/for_admins/charts/jaeger/jaeger/templates/collector-hpa.yaml,297.0,2020-09-29 12:31:41+00:00,2025-03-28 07:41:07+00:00
Boskey/Learn-ServiceMesh-Workshop,istio.yaml,https://github.com/Boskey/Learn-ServiceMesh-Workshop/blob/848c5238eb36847193ba52c537679d64ab1b0f50/istio.yaml,13.0,2018-11-19 20:50:29+00:00,2018-12-13 20:43:51+00:00
BouyguesTelecom/charts,bouyguestelecom/spin/templates/hpa.yaml,https://github.com/BouyguesTelecom/charts/blob/08cc652eeaf83cda9fd9c12ff148b6d29e25708b/bouyguestelecom/spin/templates/hpa.yaml,5.0,2023-11-17 14:35:01+00:00,2025-02-11 08:28:39+00:00
Budibase/budibase,charts/budibase/templates/automation-worker-service-hpa.yaml,https://github.com/Budibase/budibase/blob/8a11087fe5f8e8825a7a132239fe5e2be309342c/charts/budibase/templates/automation-worker-service-hpa.yaml,23799.0,2019-06-07 11:03:41+00:00,2025-04-05 11:08:23+00:00
Budibase/budibase,charts/budibase/templates/automation-worker-service-hpa.yaml,https://github.com/Budibase/budibase/blob/5fb2a6ea2ce4ce42e4f22e434af4d701a7fb8b25/charts/budibase/templates/automation-worker-service-hpa.yaml,23799.0,2019-06-07 11:03:41+00:00,2025-04-05 11:08:23+00:00
Budibase/budibase,charts/budibase/templates/automation-worker-service-hpa.yaml,https://github.com/Budibase/budibase/blob/1e979e4050caf2d38bb9e83b54573d5b6fae58fc/charts/budibase/templates/automation-worker-service-hpa.yaml,23799.0,2019-06-07 11:03:41+00:00,2025-04-05 11:08:23+00:00
Budibase/budibase,charts/budibase/templates/automation-worker-service-hpa.yaml,https://github.com/Budibase/budibase/blob/1328076d03f88d656edb1a188c24d121904297fa/charts/budibase/templates/automation-worker-service-hpa.yaml,23799.0,2019-06-07 11:03:41+00:00,2025-04-05 11:08:23+00:00
Budibase/budibase,charts/budibase/templates/automation-worker-service-hpa.yaml,https://github.com/Budibase/budibase/blob/da2a7ab83fb0f81460c3aae2ceee4946762424e9/charts/budibase/templates/automation-worker-service-hpa.yaml,23799.0,2019-06-07 11:03:41+00:00,2025-04-05 11:08:23+00:00
CAAPIM/layer7-operator,bundle/manifests/layer7-operator.clusterserviceversion.yaml,https://github.com/CAAPIM/layer7-operator/blob/fa662d69241041882bd317b748d9095ee4c8da32/bundle/manifests/layer7-operator.clusterserviceversion.yaml,4.0,2023-01-24 18:30:49+00:00,2025-04-05 08:14:26+00:00
CAVAh/tech-challenge,infra/hpa.yml,https://github.com/CAVAh/tech-challenge/blob/55980a550645760e14e22903aa98660d5f7ff4ca/infra/hpa.yml,3.0,2023-11-29 20:40:43+00:00,2024-04-26 04:55:14+00:00
CAVEconnectome/CAVEdeployment,kubetemplates/materialize.yml,https://github.com/CAVEconnectome/CAVEdeployment/blob/10c3b7a90d60b5aa10fed948034b721c04fb9a75/kubetemplates/materialize.yml,2.0,2022-01-10 20:17:20+00:00,2025-04-01 22:00:34+00:00
CAVEconnectome/CAVEdeployment,kubetemplates/proxy.yml,https://github.com/CAVEconnectome/CAVEdeployment/blob/10c3b7a90d60b5aa10fed948034b721c04fb9a75/kubetemplates/proxy.yml,2.0,2022-01-10 20:17:20+00:00,2025-04-01 22:00:34+00:00
CAVEconnectome/CAVEdeployment,kubetemplates/skeletoncache.yml,https://github.com/CAVEconnectome/CAVEdeployment/blob/b28fbcad817ab715071e62cde3da44ee05d2f138/kubetemplates/skeletoncache.yml,2.0,2022-01-10 20:17:20+00:00,2025-04-01 22:00:34+00:00
CAVEconnectome/CAVEdeployment,kubetemplates/dash.yml,https://github.com/CAVEconnectome/CAVEdeployment/blob/10c3b7a90d60b5aa10fed948034b721c04fb9a75/kubetemplates/dash.yml,2.0,2022-01-10 20:17:20+00:00,2025-04-01 22:00:34+00:00
CAVEconnectome/CAVEdeployment,kubetemplates/skeletoncache.yml,https://github.com/CAVEconnectome/CAVEdeployment/blob/10c3b7a90d60b5aa10fed948034b721c04fb9a75/kubetemplates/skeletoncache.yml,2.0,2022-01-10 20:17:20+00:00,2025-04-01 22:00:34+00:00
CAVEconnectome/CAVEdeployment,kubetemplates/proxy.yml,https://github.com/CAVEconnectome/CAVEdeployment/blob/b28fbcad817ab715071e62cde3da44ee05d2f138/kubetemplates/proxy.yml,2.0,2022-01-10 20:17:20+00:00,2025-04-01 22:00:34+00:00
CDCgov/NEDSS-Helm,charts/page-builder-api/templates/hpa.yaml,https://github.com/CDCgov/NEDSS-Helm/blob/9eb02faaab54e5a0cb7456e1221b6fac164d7374/charts/page-builder-api/templates/hpa.yaml,2.0,2023-04-17 20:03:48+00:00,2025-04-05 20:35:38+00:00
CDCgov/NEDSS-Helm,charts/ldfdata-reporting-service/templates/hpa.yaml,https://github.com/CDCgov/NEDSS-Helm/blob/9eb02faaab54e5a0cb7456e1221b6fac164d7374/charts/ldfdata-reporting-service/templates/hpa.yaml,2.0,2023-04-17 20:03:48+00:00,2025-04-05 20:35:38+00:00
CDCgov/NEDSS-Helm,charts/nifi-efs/templates/hpa.yaml,https://github.com/CDCgov/NEDSS-Helm/blob/76c4290f1d24d81f2a3b7b8b26d067c3231d8e57/charts/nifi-efs/templates/hpa.yaml,2.0,2023-04-17 20:03:48+00:00,2025-04-05 20:35:38+00:00
CDCgov/NEDSS-Helm,charts/nifi-efs/templates/hpa.yaml,https://github.com/CDCgov/NEDSS-Helm/blob/9eb02faaab54e5a0cb7456e1221b6fac164d7374/charts/nifi-efs/templates/hpa.yaml,2.0,2023-04-17 20:03:48+00:00,2025-04-05 20:35:38+00:00
CDCgov/NEDSS-Helm,charts/srte-data-service/templates/hpa.yaml,https://github.com/CDCgov/NEDSS-Helm/blob/d18d4f00d041867a3a94f28807009f9b15c3c7db/charts/srte-data-service/templates/hpa.yaml,2.0,2023-04-17 20:03:48+00:00,2025-04-05 20:35:38+00:00
CDCgov/NEDSS-Helm,charts/nifi/templates/hpa.yaml,https://github.com/CDCgov/NEDSS-Helm/blob/d18d4f00d041867a3a94f28807009f9b15c3c7db/charts/nifi/templates/hpa.yaml,2.0,2023-04-17 20:03:48+00:00,2025-04-05 20:35:38+00:00
CDCgov/NEDSS-Helm,charts/nifi/templates/hpa.yaml,https://github.com/CDCgov/NEDSS-Helm/blob/76c4290f1d24d81f2a3b7b8b26d067c3231d8e57/charts/nifi/templates/hpa.yaml,2.0,2023-04-17 20:03:48+00:00,2025-04-05 20:35:38+00:00
CDCgov/NEDSS-Helm,charts/srte-data-service/templates/hpa.yaml,https://github.com/CDCgov/NEDSS-Helm/blob/9eb02faaab54e5a0cb7456e1221b6fac164d7374/charts/srte-data-service/templates/hpa.yaml,2.0,2023-04-17 20:03:48+00:00,2025-04-05 20:35:38+00:00
CDCgov/NEDSS-Helm,charts/nifi/templates/hpa.yaml,https://github.com/CDCgov/NEDSS-Helm/blob/9eb02faaab54e5a0cb7456e1221b6fac164d7374/charts/nifi/templates/hpa.yaml,2.0,2023-04-17 20:03:48+00:00,2025-04-05 20:35:38+00:00
CDCgov/NEDSS-Helm,charts/nifi-efs/templates/hpa.yaml,https://github.com/CDCgov/NEDSS-Helm/blob/d18d4f00d041867a3a94f28807009f9b15c3c7db/charts/nifi-efs/templates/hpa.yaml,2.0,2023-04-17 20:03:48+00:00,2025-04-05 20:35:38+00:00
CDCgov/NEDSS-Helm,charts/page-builder-api/templates/hpa.yaml,https://github.com/CDCgov/NEDSS-Helm/blob/32983e4e2d5ce27233af283b3902d28702faee32/charts/page-builder-api/templates/hpa.yaml,2.0,2023-04-17 20:03:48+00:00,2025-04-05 20:35:38+00:00
CDCgov/NEDSS-Helm,charts/page-builder-api/templates/hpa.yaml,https://github.com/CDCgov/NEDSS-Helm/blob/d18d4f00d041867a3a94f28807009f9b15c3c7db/charts/page-builder-api/templates/hpa.yaml,2.0,2023-04-17 20:03:48+00:00,2025-04-05 20:35:38+00:00
CS3219-AY2324S1/ay2324s1-course-assessment-g11,deployment/gke-prod-manifests/matching-service-autoscaling.yaml,https://github.com/CS3219-AY2324S1/ay2324s1-course-assessment-g11/blob/d8670f0627874ca7be4a0009f38a589991200ef1/deployment/gke-prod-manifests/matching-service-autoscaling.yaml,3.0,2023-08-31 06:31:27+00:00,2023-11-18 08:35:16+00:00
CS3219-AY2324S1/ay2324s1-course-assessment-g11,deployment/gke-prod-manifests/user-service-autoscaling.yaml,https://github.com/CS3219-AY2324S1/ay2324s1-course-assessment-g11/blob/d8670f0627874ca7be4a0009f38a589991200ef1/deployment/gke-prod-manifests/user-service-autoscaling.yaml,3.0,2023-08-31 06:31:27+00:00,2023-11-18 08:35:16+00:00
CaptainFluffyToes/DAP4MAC,files/manifests/dap/dapAccessManifest.yml,https://github.com/CaptainFluffyToes/DAP4MAC/blob/5a64d2a33fb71fca4a5bf0974054b7a66aad8c0d/files/manifests/dap/dapAccessManifest.yml,4.0,2019-05-28 11:19:05+00:00,2020-09-10 15:44:37+00:00
Casper-Mars/cloud-restaurant,hack/chart/food/templates/hpa.yaml,https://github.com/Casper-Mars/cloud-restaurant/blob/b1a807fba8e8d9bbd80c56cfd4f3d73e8f2080e3/hack/chart/food/templates/hpa.yaml,2.0,2021-08-13 13:58:37+00:00,2021-10-18 08:07:00+00:00
CemalUnal/cloud-native-application-development-workshop,sample-app-kubernetes-manifests/3-backend.yaml,https://github.com/CemalUnal/cloud-native-application-development-workshop/blob/e35b8bcb01e5f7d9a98b7689668f0b616eec8562/sample-app-kubernetes-manifests/3-backend.yaml,7.0,2019-06-26 19:56:50+00:00,2020-03-30 10:38:24+00:00
CenterForOpenScience/helm-charts,prerender/templates/hpa.yaml,https://github.com/CenterForOpenScience/helm-charts/blob/a1d55b79b8df38cbdbfb9c11e18f85b45b3dbd78/prerender/templates/hpa.yaml,117.0,2017-07-06 14:42:08+00:00,2025-03-25 16:24:28+00:00
CenterForOpenScience/helm-charts,osf-cas/templates/hpa.yaml,https://github.com/CenterForOpenScience/helm-charts/blob/a1d55b79b8df38cbdbfb9c11e18f85b45b3dbd78/osf-cas/templates/hpa.yaml,117.0,2017-07-06 14:42:08+00:00,2025-03-25 16:24:28+00:00
CentraleSupelec/casa,helm/templates/hpa.yaml,https://github.com/CentraleSupelec/casa/blob/a3097a6484bf7e80fb80fa9343c24ef0195982ee/helm/templates/hpa.yaml,2.0,2023-06-07 13:41:07+00:00,2023-10-13 14:17:25+00:00
Chris-Greaves/planka-helm-chart,templates/hpa.yaml,https://github.com/Chris-Greaves/planka-helm-chart/blob/7e185d7a309940bcd463f32588a1b99b96f1ad75/templates/hpa.yaml,2.0,2023-05-13 18:06:47+00:00,2023-08-26 01:32:25+00:00
CodFrm/cago,deploy/helm/templates/hpa.yaml,https://github.com/CodFrm/cago/blob/15a31fd3d39985da84ec4efd2f88e2472e9e285e/deploy/helm/templates/hpa.yaml,11.0,2022-07-03 16:46:11+00:00,2025-03-14 07:08:10+00:00
CodFrm/cago,deploy/helm/templates/hpa.yaml,https://github.com/CodFrm/cago/blob/cce434e5d354d06e50dafe7fb46c2aff2ee88c5f/deploy/helm/templates/hpa.yaml,11.0,2022-07-03 16:46:11+00:00,2025-03-14 07:08:10+00:00
CodFrm/cago,deploy/helm/templates/hpa.yaml,https://github.com/CodFrm/cago/blob/0cd67647849dc28729af897d78a7033302faa8ab/deploy/helm/templates/hpa.yaml,11.0,2022-07-03 16:46:11+00:00,2025-03-14 07:08:10+00:00
